S1,S2,S3,S4,A,R,SP1,SP2,SP3,SP4,TRML
0.0907331354238776,0.139964800200024,0.0805111299136074,0.312355846709234,1,1,0.0935324314278781,0.333852980660172,0.0867582468477921,0.0461103690020502,FALSE
0.0935324314278781,0.333852980660172,0.0867582468477921,0.0461103690020502,0,1,0.100209491041082,0.137601019106813,0.0876804542278331,0.364856053872351,FALSE
0.100209491041082,0.137601019106813,0.0876804542278331,0.364856053872351,1,1,0.102961511423218,0.331374588243524,0.0949775753052801,0.101057299462837,FALSE
0.102961511423218,0.331374588243524,0.0949775753052801,0.101057299462837,0,1,0.109589003188088,0.135028850851858,0.0969987212945369,0.422129960418616,FALSE
0.109589003188088,0.135028850851858,0.0969987212945369,0.422129960418616,0,1,0.112289580205125,-0.0613239034275244,0.105441320502909,0.743747527993067,FALSE
0.112289580205125,-0.0613239034275244,0.105441320502909,0.743747527993067,0,1,0.111063102136575,-0.25773086984622,0.120316271062771,1.06766411202346,FALSE
0.111063102136575,-0.25773086984622,0.120316271062771,1.06766411202346,1,1,0.10590848473965,-0.0643881503752857,0.14166955330324,0.815034326632437,FALSE
0.10590848473965,-0.0643881503752857,0.14166955330324,0.815034326632437,1,1,0.104620721732145,0.128539200441122,0.157970239835889,0.570054187938463,FALSE
0.104620721732145,0.128539200441122,0.157970239835889,0.570054187938463,1,1,0.107191505740967,0.321134251293918,0.169371323594658,0.33100905009601,FALSE
0.107191505740967,0.321134251293918,0.169371323594658,0.33100905009601,1,1,0.113614190766846,0.513491460342033,0.175991504596578,0.0961593491126365,FALSE
0.113614190766846,0.513491460342033,0.175991504596578,0.0961593491126365,0,1,0.123884019973686,0.316341119072622,0.177914691578831,0.438791732324534,FALSE
0.123884019973686,0.316341119072622,0.177914691578831,0.438791732324534,1,1,0.130210842355139,0.508557742145679,0.186690526225321,0.207049444914952,FALSE
0.130210842355139,0.508557742145679,0.186690526225321,0.207049444914952,0,1,0.140381997198052,0.311325092548261,0.19083151512362,0.552326449088902,FALSE
0.140381997198052,0.311325092548261,0.19083151512362,0.552326449088902,1,1,0.146608499049018,0.503327218686611,0.201878044105398,0.325315985072563,FALSE
0.146608499049018,0.503327218686611,0.201878044105398,0.325315985072563,1,1,0.15667504342275,0.695088553503512,0.20838436380685,0.10246531019587,FALSE
0.15667504342275,0.695088553503512,0.20838436380685,0.10246531019587,0,-100,0.17057681449282,0.497684152711082,0.210433670010767,0.452988638505766,TRUE
-0.0374784896035576,0.0299021775027411,-0.0487657786583182,0.0326947018203091,1,1,-0.0368804460535028,0.225688301020332,-0.048111884621912,-0.274966810319818,FALSE
-0.0368804460535028,0.225688301020332,-0.048111884621912,-0.274966810319818,0,1,-0.0323666800330961,0.0312846340351456,-0.0536112208283084,0.00216182011691957,FALSE
-0.0323666800330961,0.0312846340351456,-0.0536112208283084,0.00216182011691957,0,1,-0.0317409873523932,-0.163029100507556,-0.05356798442597,0.277459505509716,FALSE
-0.0317409873523932,-0.163029100507556,-0.05356798442597,0.277459505509716,0,1,-0.0350015693625443,-0.357347537455641,-0.0480187943157757,0.552777602667145,FALSE
-0.0350015693625443,-0.357347537455641,-0.0480187943157757,0.552777602667145,1,1,-0.0421485201116571,-0.161585297093911,-0.0369632422624328,0.245360618407015,FALSE
-0.0421485201116571,-0.161585297093911,-0.0369632422624328,0.245360618407015,0,1,-0.0453802260535354,-0.356160351369957,-0.0320560298942925,0.526159120543638,FALSE
-0.0453802260535354,-0.356160351369957,-0.0320560298942925,0.526159120543638,1,1,-0.0525034330809345,-0.160602340077433,-0.0215328474834197,0.223549946861864,FALSE
-0.0525034330809345,-0.160602340077433,-0.0215328474834197,0.223549946861864,1,1,-0.0557154798824832,0.0348206494581722,-0.0170618485461824,-0.0758467501394501,FALSE
-0.0557154798824832,0.0348206494581722,-0.0170618485461824,-0.0758467501394501,0,1,-0.0550190668933197,-0.160052602630396,-0.0185787835489714,0.211404642245025,FALSE
-0.0550190668933197,-0.160052602630396,-0.0185787835489714,0.211404642245025,1,1,-0.0582201189459277,0.035329990102619,-0.0143506907040709,-0.0870805161152953,FALSE
-0.0582201189459277,0.035329990102619,-0.0143506907040709,-0.0870805161152953,0,1,-0.0575135191438753,-0.159583348692528,-0.0160923010263768,0.201040428661486,FALSE
-0.0575135191438753,-0.159583348692528,-0.0160923010263768,0.201040428661486,1,1,-0.0607051861177258,0.0357650140871878,-0.0120714924531471,-0.0966751077593422,FALSE
-0.0607051861177258,0.0357650140871878,-0.0120714924531471,-0.0966751077593422,0,1,-0.0599898858359821,-0.15918186262807,-0.0140049946083339,0.192174969104664,FALSE
-0.0599898858359821,-0.15918186262807,-0.0140049946083339,0.192174969104664,1,1,-0.0631735230885435,0.0361376068742061,-0.0101614952262407,-0.104892836982493,FALSE
-0.0631735230885435,0.0361376068742061,-0.0101614952262407,-0.104892836982493,0,1,-0.0624507709510594,-0.158837259691931,-0.0122593519658905,0.184566935570925,FALSE
-0.0624507709510594,-0.158837259691931,-0.0122593519658905,0.184566935570925,1,1,-0.065627516144898,0.0364579359968023,-0.00856801325447201,-0.11195800399828,FALSE
-0.065627516144898,0.0364579359968023,-0.00856801325447201,-0.11195800399828,0,1,-0.0648983574249619,-0.1585402007517,-0.0108071733344376,0.178009499879106,FALSE
-0.0648983574249619,-0.1585402007517,-0.0108071733344376,0.178009499879106,0,1,-0.0680691614399959,-0.353505841343413,-0.0072469833368555,0.467263635562841,FALSE
-0.0680691614399959,-0.353505841343413,-0.0072469833368555,0.467263635562841,1,1,-0.0751392782668642,-0.158282255282419,0.00209828937440133,0.172305351662733,FALSE
-0.0751392782668642,-0.158282255282419,0.00209828937440133,0.172305351662733,1,1,-0.0783049233725126,0.0368096014118508,0.00554439640765599,-0.119714892540018,FALSE
-0.0783049233725126,0.0368096014118508,0.00554439640765599,-0.119714892540018,0,1,-0.0775687313442756,-0.158391346354905,0.00315009855685564,0.17471207290773,FALSE
-0.0775687313442756,-0.158391346354905,0.00315009855685564,0.17471207290773,1,1,-0.0807365582713737,0.0366853803082216,0.00664434001501024,-0.116975437816666,FALSE
-0.0807365582713737,0.0366853803082216,0.00664434001501024,-0.116975437816666,0,1,-0.0800028506652092,-0.158531138371893,0.00430483125867692,0.17779629811363,FALSE
-0.0800028506652092,-0.158531138371893,0.00430483125867692,0.17779629811363,1,1,-0.0831734734326471,0.036528944299397,0.00786075722094952,-0.113525498338927,FALSE
-0.0831734734326471,0.036528944299397,0.00786075722094952,-0.113525498338927,0,1,-0.0824428945466591,-0.15870475550276,0.00559024725417098,0.181627042395289,FALSE
-0.0824428945466591,-0.15870475550276,0.00559024725417098,0.181627042395289,1,1,-0.0856169896567143,0.0363367589882025,0.00922278810207676,-0.109287133808687,FALSE
-0.0856169896567143,0.0363367589882025,0.00922278810207676,-0.109287133808687,0,1,-0.0848902544769503,-0.158916130345393,0.00703704542590302,0.186291205410456,FALSE
-0.0848902544769503,-0.158916130345393,0.00703704542590302,0.186291205410456,1,1,-0.0880685770838581,0.0361044343055625,0.0107628695341121,-0.104163524250873,FALSE
-0.0880685770838581,0.0361044343055625,0.0107628695341121,-0.104163524250873,0,1,-0.0873464883977469,-0.159170091273592,0.00867959904909468,0.19189552147644,FALSE
-0.0873464883977469,-0.159170091273592,0.00867959904909468,0.19189552147644,0,1,-0.0905298902232187,-0.354415126344707,0.0125175094786235,0.487303812579817,FALSE
-0.0905298902232187,-0.354415126344707,0.0125175094786235,0.487303812579817,1,1,-0.0976181927501129,-0.159472010784156,0.0222635857302198,0.198592099563005,FALSE
-0.0976181927501129,-0.159472010784156,0.0222635857302198,0.198592099563005,1,1,-0.100807632965796,0.0353245463165339,0.0262354277214799,-0.0869853698869912,FALSE
-0.100807632965796,0.0353245463165339,0.0262354277214799,-0.0869853698869912,0,1,-0.100101142039465,-0.160163449907281,0.0244957203237401,0.213858045737183,FALSE
-0.100101142039465,-0.160163449907281,0.0244957203237401,0.213858045737183,1,1,-0.103304411037611,0.0345998807842962,0.0287728812384838,-0.0709982837210343,FALSE
