S1,S2,S3,S4,A,R,SP1,SP2,SP3,SP4,TRML
0.16695209945609,0.579438623672339,0.0371376133966953,-0.176166200947843,0,1,0.178540871929536,0.383805412178504,0.0336142893777384,0.127997224932348,FALSE
0.178540871929536,0.383805412178504,0.0336142893777384,0.127997224932348,1,1,0.186216980173107,0.578430100587612,0.0361742338763854,-0.153894150309105,FALSE
0.186216980173107,0.578430100587612,0.0361742338763854,-0.153894150309105,0,1,0.197785582184859,0.382809368434083,0.0330963508702033,0.149977885940547,FALSE
0.197785582184859,0.382809368434083,0.0330963508702033,0.149977885940547,1,1,0.20544176955354,0.577442148331871,0.0360959085890142,-0.132082851676603,FALSE
0.20544176955354,0.577442148331871,0.0360959085890142,-0.132082851676603,0,1,0.216990612520178,0.381822234095294,0.0334542515554822,0.171765776209095,FALSE
0.216990612520178,0.381822234095294,0.0334542515554822,0.171765776209095,1,1,0.224627057202084,0.576449790609745,0.0368895670796641,-0.110178489909613,FALSE
0.224627057202084,0.576449790609745,0.0368895670796641,-0.110178489909613,0,1,0.236156053014279,0.380819176467396,0.0346859972814718,0.19391086049802,FALSE
0.236156053014279,0.380819176467396,0.0346859972814718,0.19391086049802,1,1,0.243772436543627,0.575428225639858,0.0385642144914322,-0.0876314890819199,FALSE
0.243772436543627,0.575428225639858,0.0385642144914322,-0.0876314890819199,0,1,0.255281001056424,0.379775324465254,0.0368115847097938,0.216964727668141,FALSE
0.255281001056424,0.379775324465254,0.0368115847097938,0.216964727668141,1,1,0.262876507545729,0.574352226506266,0.0411508792631566,-0.0638827336109388,FALSE
0.262876507545729,0.574352226506266,0.0411508792631566,-0.0638827336109388,1,1,0.274363552075854,0.768860756363051,0.0398732245909379,-0.343303584202882,FALSE
0.274363552075854,0.768860756363051,0.0398732245909379,-0.343303584202882,0,1,0.289740767203115,0.57319490436915,0.0330071529068802,-0.0383184663461542,FALSE
0.289740767203115,0.57319490436915,0.0330071529068802,-0.0383184663461542,1,1,0.301204665290498,0.76782836567404,0.0322407835799571,-0.320407295948779,FALSE
0.301204665290498,0.76782836567404,0.0322407835799571,-0.320407295948779,0,1,0.316561232603979,0.572262452692109,0.0258326376609816,-0.017733728361612,FALSE
0.316561232603979,0.572262452692109,0.0258326376609816,-0.017733728361612,1,1,0.328006481657821,0.767004591921301,0.0254779630937493,-0.302155524576498,FALSE
0.328006481657821,0.767004591921301,0.0254779630937493,-0.302155524576498,0,1,0.343346573496247,0.571528959146664,0.0194348526022193,-0.00154752579879675,FALSE
0.343346573496247,0.571528959146664,0.0194348526022193,-0.00154752579879675,1,1,0.35477715267918,0.76636687219491,0.0194039020862434,-0.288035715454193,FALSE
0.35477715267918,0.76636687219491,0.0194039020862434,-0.288035715454193,0,1,0.370104490123079,0.570973663274639,0.0136431877771596,0.0107033130633888,FALSE
0.370104490123079,0.570973663274639,0.0136431877771596,0.0107033130633888,1,1,0.381523963388571,0.765897322373111,0.0138572540384273,-0.277643991417696,FALSE
0.381523963388571,0.765897322373111,0.0138572540384273,-0.277643991417696,0,1,0.396841909836034,0.570580449531478,0.00830437421007341,0.0193770915278167,FALSE
0.396841909836034,0.570580449531478,0.00830437421007341,0.0193770915278167,1,1,0.408253518826663,0.765582328423595,0.00869191604062974,-0.27067418303038,FALSE
0.408253518826663,0.765582328423595,0.00869191604062974,-0.27067418303038,0,1,0.423565165395135,0.570337429243373,0.00327843238002214,0.024737493971992,FALSE
0.423565165395135,0.570337429243373,0.00327843238002214,0.024737493971992,1,1,0.434971913980002,0.765412211823461,0.00377318225946198,-0.266909249991218,FALSE
0.434971913980002,0.765412211823461,0.00377318225946198,-0.266909249991218,0,1,0.450280158216472,0.570236613727259,-0.00156500274036239,0.026961376085394,FALSE
0.450280158216472,0.570236613727259,-0.00156500274036239,0.026961376085394,0,1,0.461684890491017,0.375137140754946,-0.00102577521865451,0.319150116542955,FALSE
0.461684890491017,0.375137140754946,-0.00102577521865451,0.319150116542955,1,1,0.469187633306116,0.570273686124278,0.0053572271122046,0.0261438746217176,FALSE
0.469187633306116,0.570273686124278,0.0053572271122046,0.0261438746217176,1,1,0.480593107028601,0.765318402321209,0.00588010460463895,-0.264843984126255,FALSE
0.480593107028601,0.765318402321209,0.00588010460463895,-0.264843984126255,0,1,0.495899475075026,0.570113019971906,0.000583224922113841,0.0296877681921287,FALSE
0.495899475075026,0.570113019971906,0.000583224922113841,0.0296877681921287,0,1,0.507301735474464,0.374982709813524,0.00117698028595642,0.32255465176671,FALSE
0.507301735474464,0.374982709813524,0.00117698028595642,0.32255465176671,1,1,0.514801389670734,0.570087881120714,0.00762807332129062,0.0302431296369293,FALSE
0.514801389670734,0.570087881120714,0.00762807332129062,0.0302431296369293,0,1,0.526203147293148,0.374857374418774,0.0082329359140292,0.325323001556894,FALSE
0.526203147293148,0.374857374418774,0.0082329359140292,0.325323001556894,1,1,0.533700294781524,0.569861141576682,0.0147393959451671,0.0352477197759124,FALSE
0.533700294781524,0.569861141576682,0.0147393959451671,0.0352477197759124,1,1,0.545097517613058,0.764768658678492,0.0154443503406853,-0.252748573233283,FALSE
0.545097517613058,0.764768658678492,0.0154443503406853,-0.252748573233283,0,1,0.560392890786627,0.569429619638205,0.0103893788760197,0.0447654991460246,FALSE
0.560392890786627,0.569429619638205,0.0103893788760197,0.0447654991460246,1,1,0.571781483179391,0.764401063166884,0.0112846888589402,-0.244621460053491,FALSE
0.571781483179391,0.764401063166884,0.0112846888589402,-0.244621460053491,0,1,0.587069504442729,0.569119765050224,0.00639225965787035,0.0515994644735536,FALSE
0.587069504442729,0.569119765050224,0.00639225965787035,0.0515994644735536,0,1,0.598451899743734,0.373906742219566,0.00742424894734142,0.346292327833761,FALSE
0.598451899743734,0.373906742219566,0.00742424894734142,0.346292327833761,1,1,0.605930034588125,0.568922304829015,0.0143500955040166,0.055959754887512,FALSE
0.605930034588125,0.568922304829015,0.0143500955040166,0.055959754887512,1,1,0.617308480684705,0.763835590077104,0.0154692906017669,-0.232161287044901,FALSE
0.617308480684705,0.763835590077104,0.0154692906017669,-0.232161287044901,0,1,0.632585192486248,0.568496055451871,0.0108260648608689,0.0653607472342867,FALSE
0.632585192486248,0.568496055451871,0.0108260648608689,0.0653607472342867,1,1,0.643955113595285,0.763461130378212,0.0121332798055546,-0.223886926458784,FALSE
0.643955113595285,0.763461130378212,0.0121332798055546,-0.223886926458784,0,1,0.659224336202849,0.568167884167797,0.00765554127637892,0.0725984770720945,FALSE
0.659224336202849,0.568167884167797,0.00765554127637892,0.0725984770720945,1,1,0.670587693886205,0.763179251117487,0.00910751081782081,-0.217659294424795,FALSE
0.670587693886205,0.763179251117487,0.00910751081782081,-0.217659294424795,0,1,0.685851278908555,0.567928298030222,0.0047543249293249,0.0778825598796927,FALSE
0.685851278908555,0.567928298030222,0.0047543249293249,0.0778825598796927,1,1,0.697209844869159,0.762981771834091,0.00631197612691876,-0.213296577885056,FALSE
0.697209844869159,0.762981771834091,0.00631197612691876,-0.213296577885056,0,1,0.712469480305841,0.567770149277394,0.00204604456921764,0.0813707315524534,FALSE
0.712469480305841,0.567770149277394,0.00204604456921764,0.0813707315524534,0,1,0.723824883291389,0.372618927860841,0.0036734592002667,0.374698487640213,FALSE
0.723824883291389,0.372618927860841,0.0036734592002667,0.374698487640213,1,1,0.731277261848606,0.567688507334521,0.011167428953071,0.0831760872493204,FALSE
0.731277261848606,0.567688507334521,0.011167428953071,0.0831760872493204,0,1,0.742631031995296,0.372408269432705,0.0128309506980574,0.379361334897815,FALSE
0.742631031995296,0.372408269432705,0.0128309506980574,0.379361334897815,1,1,0.75007919738395,0.567345679563873,0.0204181773960137,0.0907514852604669,FALSE
0.75007919738395,0.567345679563873,0.0204181773960137,0.0907514852604669,1,1,0.761426110975228,0.76216910739981,0.022233207101223,-0.195420214850299,FALSE
0.761426110975228,0.76216910739981,0.022233207101223,-0.195420214850299,0,1,0.776669493123224,0.566736300336969,0.018324802804217,0.104192569009845,FALSE
